OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageFinish,GarageCars,GarageArea,SalePrice
7,2004,2004,3,3.0,840.0,840,1680,2,2.0,3,2.0,2.0,588.0,147797.7028
7,2004,2004,3,3.0,600.0,600,1200,2,2.0,4,2.0,2.0,480.0,150521.969
7,2004,2005,3,3.0,600.0,600,1200,2,2.0,4,2.0,2.0,480.0,146991.6302
6,2005,2005,3,3.0,600.0,600,1236,2,2.0,4,2.0,2.0,480.0,150306.3078
6,2000,2000,3,3.0,756.0,756,1512,2,2.0,5,1.0,2.0,440.0,151164.3725
7,2003,2003,3,3.0,530.0,530,1080,2,2.0,4,2.0,2.0,496.0,151133.707
8,2010,2010,3,4.0,1642.0,1418,1418,1,2.0,6,2.0,3.0,852.0,156214.0425
8,2000,2000,3,3.0,975.0,975,1848,2,2.0,7,2.0,2.0,592.0,171992.7607
7,2002,2002,3,3.0,1492.0,1492,1492,2,2.0,6,2.0,2.0,596.0,173214.9125
6,1967,1967,1,2.0,1829.0,1829,1829,2,1.0,8,2.0,2.0,535.0,192429.1873
6,1993,1993,1,3.0,1280.0,1280,2495,2,2.0,9,1.0,2.0,660.0,190878.6951
6,1978,1978,1,3.0,1224.0,1287,1891,3,1.0,7,2.0,2.0,678.0,194542.5441
6,1971,1971,1,2.0,715.0,930,1645,1,1.0,7,2.0,2.0,441.0,191849.4391
5,1966,1966,1,2.0,1232.0,1232,1232,1,1.0,6,2.0,2.0,490.0,176363.7739
5,1966,1966,1,3.0,1209.0,1209,1209,1,1.0,6,2.0,2.0,504.0,176954.1854
5,1967,1967,1,2.0,1510.0,1510,1510,2,2.0,6,2.0,2.0,517.0,176521.217
6,1964,1964,1,2.0,533.0,1131,1775,2,1.0,8,1.0,2.0,480.0,179436.7048
5,1962,2001,1,2.0,1728.0,1728,1728,2,1.0,10,,0.0,0.0,220079.7568
5,1952,2002,3,2.0,1140.0,1929,2461,2,1.0,7,1.0,2.0,400.0,175502.9181
6,1949,1950,1,2.0,782.0,1019,1556,2,1.0,6,1.0,2.0,470.0,188321.0738
6,1966,2008,1,2.0,1080.0,1128,1128,1,2.0,5,1.0,1.0,315.0,163276.3245
5,1958,1958,1,2.0,1604.0,1604,1604,2,1.0,8,1.0,2.0,576.0,185911.3663
7,2003,2009,3,3.0,1480.0,1480,1480,2,2.0,7,2.0,2.0,620.0,171392.831
5,1959,1959,1,2.0,1143.0,1143,1143,1,1.0,6,2.0,1.0,308.0,174418.207
5,1959,1959,1,2.0,1206.0,1206,1206,1,1.0,6,2.0,1.0,312.0,179682.7096
6,1959,1959,1,2.0,1244.0,1580,1580,1,1.0,6,1.0,2.0,440.0,179423.7516
4,1956,1956,1,2.0,832.0,832,1337,1,1.0,5,1.0,1.0,263.0,171756.9181
5,1952,1952,1,2.0,864.0,1064,1064,1,0.0,4,1.0,1.0,318.0,166849.6382
5,1955,1955,1,2.0,972.0,972,972,1,1.0,5,1.0,1.0,305.0,181122.1687
5,1958,1958,1,2.0,988.0,988,988,1,1.0,5,1.0,1.0,264.0,170934.4627
4,1920,1994,1,2.0,576.0,985,985,1,1.0,4,1.0,2.0,676.0,159738.2926
6,1948,2004,1,2.0,816.0,816,1224,1,1.0,5,1.0,1.0,280.0,174445.7596
5,1960,1960,1,2.0,1175.0,1175,1175,1,1.0,6,2.0,2.0,484.0,174706.3637
6,1963,1984,1,2.0,1395.0,1395,1395,1,1.0,7,2.0,2.0,440.0,164507.6725
4,1900,1954,1,2.0,709.0,1157,1844,1,1.0,9,1.0,1.0,240.0,163602.5122
5,1920,1950,1,2.0,936.0,936,936,1,1.0,5,,0.0,0.0,154126.2702
5,1957,1957,1,2.0,1347.0,1347,1347,1,2.0,6,1.0,2.0,551.0,171104.8535
6,1938,2000,1,3.0,827.0,827,1251,1,0.0,6,1.0,1.0,240.0,167735.3927
5,1948,2009,1,2.0,1027.0,1027,1633,1,2.0,7,1.0,1.0,240.0,183003.6133
5,1920,1962,1,2.0,1008.0,1060,1245,1,1.0,6,1.0,1.0,315.0,172580.3812
2,1923,1970,1,1.0,678.0,832,832,1,1.0,5,1.0,2.0,780.0,165407.8891
8,1900,2003,3,2.0,930.0,930,1566,2,2.0,7,1.0,1.0,288.0,176363.7739
8,1890,2002,3,1.0,346.0,1157,2268,3,2.0,7,1.0,2.0,624.0,175182.9509
5,1910,1950,1,2.0,840.0,1128,2256,2,0.0,12,,0.0,0.0,190757.1778
6,1922,1994,1,1.0,738.0,868,1470,1,1.0,6,1.0,2.0,624.0,167186.9958
5,1950,1997,1,2.0,988.0,1030,1612,1,1.0,7,1.0,1.0,363.0,167839.3768
7,1922,2005,1,3.0,1108.0,1160,2068,1,2.0,8,1.0,1.0,315.0,173912.4212
4,1925,1950,1,2.0,765.0,765,765,1,2.0,4,1.0,1.0,200.0,154034.9174
6,1939,1950,1,2.0,608.0,608,1132,1,1.0,5,1.0,1.0,240.0,156002.9558
6,1940,1950,1,2.0,572.0,848,1196,1,1.0,6,1.0,2.0,576.0,168173.9433
5,1942,1950,1,2.0,835.0,955,1453,1,2.0,7,1.0,1.0,240.0,168882.4371
6,1948,1950,1,2.0,780.0,780,1416,1,1.0,6,1.0,1.0,312.0,168173.9433
5,1936,1980,1,2.0,528.0,548,1040,1,1.0,5,3.0,2.0,624.0,157580.1776
5,1930,1950,1,2.0,928.0,928,1536,2,1.0,7,1.0,2.0,480.0,181922.1526
6,1923,1950,1,1.0,1124.0,1068,1068,1,1.0,5,1.0,1.0,288.0,155134.2278
4,1915,1950,1,2.0,888.0,888,1962,1,1.0,9,1.0,2.0,572.0,188885.5733
6,1912,2009,3,2.0,780.0,780,1560,1,2.0,7,,0.0,0.0,183963.193
6,1920,1993,1,2.0,662.0,662,1324,1,1.0,6,1.0,1.0,180.0,161298.7623
5,1959,1959,1,3.0,1422.0,1675,1675,2,1.0,8,1.0,1.0,365.0,188613.6676
5,1917,1950,1,3.0,689.0,725,1224,1,,6,1.0,1.0,180.0,175080.1118
5,1915,1950,0,2.0,1212.0,1212,1392,1,1.0,6,,0.0,0.0,174744.4003
6,1940,1950,1,1.0,600.0,600,919,1,1.0,5,1.0,1.0,231.0,168175.9113
4,1907,1950,1,2.0,707.0,942,1884,1,1.0,7,,0.0,0.0,182333.4726
5,1910,1950,1,2.0,856.0,936,1680,2,1.0,7,1.0,2.0,450.0,158307.2067
4,1967,1967,0,2.0,1832.0,1832,1832,2,1.0,8,,0.0,0.0,193053.0555
5,1966,2008,1,2.0,864.0,892,892,1,2.0,5,1.0,1.0,416.0,175031.09
5,1968,1968,1,2.0,864.0,864,864,1,1.0,4,1.0,1.0,280.0,160713.2946
5,1978,1978,1,3.0,1319.0,1373,1373,1,1.0,5,3.0,2.0,591.0,173186.215
5,1968,1968,1,2.0,720.0,720,1440,1,1.0,7,1.0,2.0,480.0,191736.7598
7,1977,2001,3,3.0,1420.0,1483,1483,1,1.0,4,2.0,2.0,690.0,170401.631
4,1927,1950,1,1.0,660.0,756,756,1,1.0,4,1.0,2.0,440.0,164626.5779
6,1978,1992,1,3.0,1117.0,1117,1981,2,2.0,8,3.0,2.0,522.0,205469.4094
3,1938,1990,1,2.0,972.0,1052,1610,2,0.0,8,2.0,1.0,480.0,209561.7842
6,1950,1987,1,2.0,663.0,1074,1074,1,2.0,6,1.0,1.0,467.0,182271.5031
4,1947,1979,1,2.0,756.0,1169,1531,1,1.0,8,1.0,1.0,209.0,178081.5494
5,1954,1998,1,2.0,1172.0,1172,1172,1,1.0,5,3.0,1.0,366.0,178425.9561
7,2009,2010,3,3.0,1508.0,1508,1508,1,2.0,5,2.0,2.0,572.0,162015.3185
5,1964,1964,1,2.0,1250.0,1298,1298,2,1.0,5,1.0,2.0,504.0,181722.4204
7,1987,1987,3,3.0,1433.0,1433,1433,1,2.0,4,2.0,2.0,528.0,156705.7302
6,1993,1993,3,3.0,946.0,964,1802,2,2.0,8,2.0,4.0,1017.0,182902.4203
7,2010,2010,3,3.0,1222.0,1222,1222,2,2.0,6,2.0,2.0,615.0,157574.5954
6,1900,1993,1,1.0,676.0,831,1445,2,1.0,6,1.0,2.0,484.0,184380.7391
5,1996,1996,1,3.0,870.0,965,965,1,1.0,4,1.0,2.0,580.0,169364.4692
7,1997,1998,1,3.0,878.0,892,1692,2,1.0,8,2.0,2.0,513.0,175846.1798
5,1977,2004,3,3.0,1026.0,1026,1026,1,1.0,5,1.0,1.0,308.0,189673.2953
5,1972,1972,1,2.0,876.0,876,876,1,1.0,5,1.0,2.0,484.0,174401.3177
8,2003,2003,3,3.0,1978.0,1978,1978,2,2.0,8,2.0,3.0,850.0,179021.4487
7,1997,1997,3,3.0,1040.0,1044,2098,2,2.0,9,3.0,2.0,621.0,189196.8453
6,2003,2003,3,3.0,848.0,848,848,1,2.0,4,3.0,2.0,420.0,139647.0957
3,1945,2007,1,,0.0,640,640,1,1.0,5,1.0,1.0,240.0,161468.1983
5,1954,1954,1,1.0,381.0,992,992,1,1.0,6,1.0,1.0,319.0,171557.3232
5,1968,1968,1,3.0,1196.0,1196,1196,1,1.0,6,2.0,1.0,336.0,179447.368
4,1948,1950,1,2.0,744.0,792,1120,1,0.0,5,1.0,2.0,480.0,169611.619
6,1975,1975,1,2.0,1008.0,1096,1096,1,1.0,5,1.0,1.0,352.0,172088.8727
4,1958,1958,1,2.0,960.0,960,960,1,1.0,5,,0.0,0.0,171190.6241
5,1924,1999,1,2.0,1107.0,1296,1296,2,0.0,5,1.0,1.0,260.0,154850.5084
6,1939,1950,1,2.0,856.0,856,856,1,1.0,4,1.0,2.0,399.0,158617.6557
4,1967,1967,1,,0.0,862,2650,3,1.0,10,,0.0,0.0,209258.3369
5,1931,1950,1,2.0,894.0,894,1666,1,1.0,7,,0.0,0.0,177939.0276
7,1941,1985,3,3.0,1528.0,1225,2133,1,1.0,8,1.0,1.0,312.0,194631.1003
5,1950,1991,1,2.0,1032.0,1102,2177,2,1.0,11,1.0,2.0,484.0,213618.8716
7,1994,2007,1,3.0,423.0,896,1652,2,2.0,6,2.0,2.0,473.0,198342.5042
8,1989,1989,3,3.0,982.0,1034,1034,1,2.0,4,3.0,2.0,598.0,138607.9715
8,1989,1989,3,3.0,1191.0,1191,1191,2,2.0,5,1.0,2.0,531.0,150778.959
2,1941,1950,1,2.0,480.0,540,540,1,1.0,4,1.0,1.0,200.0,146966.2303
6,1921,1975,1,2.0,629.0,727,1107,1,1.0,5,1.0,1.0,625.0,162182.5962
4,1896,1950,0,2.0,756.0,952,952,1,1.0,5,2.0,1.0,330.0,176825.941
8,2004,2005,3,4.0,1594.0,1646,1646,2,2.0,5,3.0,2.0,525.0,152799.8124
8,1998,1999,3,3.0,1049.0,1036,1916,2,2.0,8,1.0,3.0,741.0,180322.3221
6,1977,1977,1,2.0,1243.0,1285,1285,2,2.0,6,1.0,2.0,473.0,177508.0272
6,1976,1976,1,2.0,1958.0,2048,2048,3,1.0,9,1.0,2.0,776.0,208029.6427
7,2008,2008,3,3.0,1336.0,1346,1346,2,2.0,6,3.0,3.0,660.0,181987.2825
7,2009,2010,3,3.0,1214.0,1214,1214,2,2.0,6,2.0,2.0,520.0,160172.728
5,2006,2007,1,3.0,384.0,744,1444,2,1.0,7,3.0,2.0,400.0,176761.3177
5,1965,1977,1,2.0,1068.0,1264,1264,1,1.0,7,1.0,2.0,528.0,176515.4975
5,2004,2005,1,4.0,1430.0,1430,1430,2,2.0,7,2.0,2.0,624.0,176270.4531
5,1999,1999,1,3.0,1344.0,1344,1344,2,1.0,7,1.0,2.0,686.0,183050.8463
5,1973,1973,1,3.0,945.0,945,945,1,1.0,5,2.0,1.0,253.0,150011.1021
4,1970,1970,1,2.0,546.0,546,1092,1,1.0,5,,0.0,0.0,159270.5378
4,1970,1970,1,2.0,546.0,546,1092,1,1.0,5,,0.0,0.0,163419.6637
4,1972,1972,1,2.0,546.0,546,1092,1,1.0,5,1.0,1.0,286.0,163399.9833
5,1971,2004,1,2.0,864.0,874,874,1,1.0,5,1.0,1.0,352.0,173364.1615
5,1984,1984,1,3.0,833.0,833,833,1,2.0,5,1.0,2.0,495.0,169556.8359
5,1985,1986,1,2.0,1216.0,1216,2432,4,1.0,10,1.0,2.0,616.0,183690.596
5,1991,1991,1,3.0,624.0,624,1274,1,1.0,6,1.0,2.0,576.0,176980.9149
5,1969,1969,1,2.0,864.0,864,1479,2,1.0,8,3.0,1.0,275.0,204773.3622
8,1994,1995,3,3.0,1679.0,1803,1803,2,2.0,6,1.0,2.0,482.0,174728.656
6,1993,1994,3,3.0,1152.0,1152,1797,2,2.0,7,3.0,2.0,616.0,181873.4582
6,1956,1956,1,1.0,882.0,882,882,1,1.0,5,1.0,1.0,502.0,177322.0008
6,1974,1974,1,2.0,1434.0,1434,1434,2,1.0,7,2.0,2.0,528.0,193927.939
6,1997,1997,1,3.0,945.0,945,1608,2,1.0,7,3.0,2.0,470.0,181715.6227
8,2003,2003,3,3.0,1008.0,1008,2283,2,2.0,9,3.0,3.0,632.0,199270.8412
7,1996,1997,1,3.0,384.0,958,1628,2,1.0,7,3.0,2.0,390.0,177109.59
8,2004,2005,3,4.0,2208.0,2522,2522,2,2.0,8,3.0,2.0,564.0,153909.5783
8,1998,1998,1,3.0,1418.0,1478,1478,2,1.0,5,3.0,2.0,495.0,162931.2033
8,1995,1996,3,3.0,1587.0,1734,1734,2,2.0,6,2.0,2.0,528.0,166386.7567
7,1998,1998,3,3.0,384.0,751,1382,2,1.0,7,3.0,2.0,396.0,173719.3038
6,1998,1999,3,3.0,952.0,952,1636,2,1.0,7,3.0,2.0,440.0,179757.9257
6,1994,1995,1,3.0,707.0,707,1516,2,2.0,7,3.0,2.0,409.0,179007.602
6,1993,1993,1,3.0,1181.0,1190,1190,2,2.0,6,1.0,2.0,430.0,180370.8086
5,1977,1977,1,3.0,1122.0,946,1934,2,1.0,6,1.0,2.0,567.0,185102.6167
7,1978,1978,1,3.0,832.0,1154,2050,2,2.0,8,2.0,2.0,529.0,198825.5635
6,1978,1986,1,2.0,1427.0,1671,1671,2,1.0,7,2.0,2.0,484.0,184294.576
7,1980,1991,1,3.0,1043.0,1539,2673,2,2.0,9,2.0,2.0,441.0,200443.7921
6,1978,1998,1,2.0,1140.0,1707,1707,2,1.0,7,3.0,2.0,479.0,181294.7845
7,2003,2003,3,3.0,926.0,1016,1884,2,3.0,7,2.0,2.0,581.0,174354.3363
8,2000,2001,3,3.0,1058.0,1058,1874,2,2.0,7,3.0,2.0,588.0,172023.6778
8,2002,2002,3,3.0,972.0,972,1811,2,2.0,7,2.0,2.0,565.0,181666.9229
5,1975,1975,1,3.0,1621.0,1621,1621,2,1.0,7,2.0,2.0,478.0,179024.4913
6,1974,1974,1,2.0,1116.0,1116,1116,2,1.0,6,2.0,2.0,528.0,178324.1916
7,1975,1975,1,2.0,1176.0,1193,1193,2,1.0,5,1.0,2.0,506.0,184534.6767
5,1970,1970,1,2.0,1180.0,1180,1180,1,1.0,6,2.0,2.0,477.0,159397.2504
5,1971,1971,1,3.0,1043.0,1050,1050,1,1.0,6,1.0,1.0,336.0,178430.9667
4,1970,1970,1,2.0,864.0,864,864,1,1.0,5,1.0,2.0,576.0,177743.7994
4,1971,2006,1,2.0,864.0,864,864,1,1.0,5,1.0,2.0,576.0,179395.3055
6,1973,1973,1,2.0,483.0,483,987,1,1.0,5,1.0,1.0,264.0,151713.3847
6,1972,1972,1,2.0,483.0,483,987,1,1.0,5,1.0,1.0,288.0,151713.3847
6,1976,1976,1,3.0,804.0,804,1548,2,1.0,7,2.0,2.0,440.0,168434.978
7,1975,1975,1,3.0,1057.0,1055,1055,2,1.0,4,2.0,2.0,440.0,153999.1003
6,1977,1977,1,3.0,855.0,855,1456,2,1.0,6,1.0,2.0,440.0,164096.0974
6,1978,1978,1,3.0,804.0,804,1548,2,1.0,7,1.0,2.0,440.0,166335.403
6,1978,1978,3,3.0,855.0,855,1456,2,1.0,6,3.0,2.0,440.0,163020.7254
7,1976,1976,1,2.0,836.0,836,836,1,1.0,5,1.0,1.0,345.0,155862.5107
5,1966,2004,3,2.0,864.0,1120,1120,1,1.0,5,2.0,2.0,656.0,182760.6511
9,2007,2007,2,4.0,1776.0,1794,2772,3,3.0,10,3.0,3.0,754.0,201912.2706
9,2009,2009,3,4.0,1365.0,1365,2690,2,3.0,8,2.0,3.0,864.0,185988.234
9,2008,2008,2,4.0,2020.0,2020,2020,2,3.0,7,2.0,3.0,896.0,183778.4489
10,2007,2007,2,4.0,2630.0,2674,2674,2,3.0,8,3.0,3.0,762.0,170935.8592
9,2008,2008,2,4.0,1736.0,1736,1736,2,3.0,7,2.0,3.0,834.0,184468.9084
8,2004,2005,3,4.0,1782.0,1782,1782,2,2.0,7,3.0,3.0,932.0,191569.0897
8,2007,2007,3,4.0,1508.0,1508,2520,2,3.0,10,3.0,3.0,640.0,232991.0256
9,2008,2008,2,4.0,1739.0,1743,1743,2,3.0,8,2.0,3.0,927.0,180980.7214
9,2006,2006,3,4.0,1504.0,1531,1531,2,3.0,6,3.0,3.0,700.0,164279.1305
9,2008,2008,2,4.0,1774.0,1808,1808,2,3.0,7,3.0,3.0,850.0,183859.4604
7,2003,2004,3,3.0,1760.0,1760,1760,2,2.0,8,3.0,2.0,583.0,185922.4657
9,2003,2003,3,4.0,2452.0,2452,2452,2,3.0,10,3.0,3.0,886.0,191742.7781
8,2003,2004,3,3.0,1082.0,1105,2400,3,2.0,10,3.0,3.0,730.0,199954.0725
8,2006,2006,3,3.0,1598.0,1606,1606,2,2.0,6,2.0,3.0,871.0,180690.2748
6,2005,2005,3,3.0,1358.0,1358,1358,2,2.0,6,2.0,2.0,484.0,163099.3096
6,2005,2005,3,3.0,1306.0,1306,1306,2,2.0,5,2.0,2.0,624.0,140791.9225
7,2007,2008,3,3.0,1350.0,1358,1358,2,2.0,6,2.0,2.0,484.0,166481.8665
10,2004,2005,2,4.0,2492.0,2492,2492,2,3.0,8,3.0,3.0,949.0,172080.4345
8,2003,2004,3,4.0,2200.0,2200,2200,2,3.0,8,3.0,3.0,685.0,191719.1617
9,2008,2009,2,4.0,1884.0,1884,1884,2,3.0,6,3.0,2.0,649.0,160741.0986
9,2008,2008,2,4.0,1451.0,1456,1456,2,3.0,6,2.0,2.0,539.0,157829.5469
8,2002,2003,3,4.0,1712.0,1712,1712,2,2.0,8,2.0,3.0,701.0,196896.7486
7,2003,2003,3,3.0,1405.0,1405,1405,2,2.0,6,2.0,2.0,478.0,159675.424
7,2005,2005,3,3.0,728.0,728,1456,2,2.0,8,3.0,2.0,390.0,182084.7909
6,2005,2006,3,3.0,745.0,745,1490,2,2.0,7,3.0,2.0,392.0,179233.9264
7,2005,2006,3,3.0,1220.0,1220,1220,2,2.0,5,3.0,2.0,397.0,155774.2709
7,2004,2005,3,3.0,384.0,744,1374,2,2.0,6,3.0,2.0,400.0,181354.3267
7,2004,2005,3,3.0,868.0,868,1630,2,2.0,7,3.0,2.0,436.0,179605.5637
7,2004,2004,3,3.0,846.0,846,1594,2,2.0,7,3.0,2.0,434.0,181609.3487
7,2003,2003,3,3.0,782.0,806,1489,2,2.0,8,3.0,2.0,400.0,178221.5316
7,2003,2003,3,3.0,698.0,698,1342,2,2.0,7,3.0,2.0,393.0,175559.9207
8,2002,2002,3,4.0,870.0,878,2004,2,2.0,8,3.0,3.0,644.0,200328.8228
7,2004,2004,3,3.0,384.0,744,1374,2,2.0,7,3.0,2.0,400.0,178630.0606
6,2000,2000,1,3.0,794.0,819,1514,2,1.0,7,3.0,2.0,394.0,177174.5352
7,1999,2000,1,3.0,384.0,774,1430,2,1.0,7,2.0,2.0,400.0,172515.6874
7,1999,1999,3,3.0,1177.0,1223,2312,2,2.0,8,3.0,3.0,658.0,204032.9929
7,1999,1999,1,2.0,384.0,774,1430,2,1.0,7,3.0,2.0,410.0,176023.2328
8,2000,2000,3,3.0,1455.0,1466,2687,2,2.0,10,2.0,3.0,810.0,202202.0733
8,1994,1995,3,3.0,2024.0,2063,2063,2,2.0,7,3.0,3.0,815.0,181734.4801
7,1995,1996,3,3.0,1070.0,1094,2061,2,2.0,7,3.0,2.0,647.0,183982.159
8,1993,1994,3,3.0,1173.0,1215,2232,2,2.0,8,2.0,2.0,623.0,188007.9424
8,2008,2008,3,3.0,1696.0,1696,1696,2,2.0,7,2.0,3.0,972.0,185922.9668
8,2008,2008,3,3.0,1614.0,1658,1658,2,2.0,7,3.0,3.0,726.0,183978.5449
8,2007,2007,3,3.0,1702.0,1702,1702,2,2.0,7,2.0,3.0,844.0,177199.6186
8,2006,2006,3,4.0,1422.0,1432,1432,2,2.0,7,3.0,2.0,492.0,181878.648
9,2005,2006,2,4.0,2458.0,2490,2490,2,3.0,9,3.0,3.0,795.0,173622.0887
7,2008,2009,3,4.0,1436.0,1436,1436,2,2.0,6,3.0,2.0,529.0,180728.1686
7,2008,2008,3,3.0,1402.0,1402,1402,2,2.0,7,2.0,2.0,625.0,176477.0266
9,2007,2008,3,3.0,1530.0,1530,1530,2,2.0,7,2.0,3.0,984.0,184282.2667
8,2006,2007,3,3.0,1372.0,1448,1448,2,2.0,6,2.0,2.0,692.0,162062.4754
8,2006,2006,3,4.0,900.0,909,1795,2,2.0,8,3.0,3.0,782.0,182550.071
8,2008,2009,3,3.0,1836.0,1836,1836,2,2.0,8,3.0,2.0,517.0,180987.9496
7,2006,2007,3,3.0,1652.0,1662,1662,2,3.0,8,2.0,3.0,711.0,178173.7976
7,2003,2004,3,3.0,1553.0,1553,1553,2,2.0,6,2.0,2.0,588.0,179980.6359
7,2003,2003,3,3.0,812.0,812,1653,2,2.0,6,2.0,2.0,628.0,173257.6378
7,2007,2007,3,3.0,1218.0,1218,1218,1,2.0,6,2.0,2.0,576.0,177271.2911
7,2006,2006,3,3.0,1141.0,1141,1141,1,2.0,6,2.0,2.0,484.0,175338.3554
6,2004,2004,1,3.0,1158.0,1158,1158,1,2.0,5,,0.0,0.0,177548.1405
7,2004,2004,3,3.0,835.0,871,1812,2,2.0,8,2.0,2.0,478.0,175969.9166
8,2004,2004,3,3.0,1512.0,1512,1512,2,2.0,6,2.0,3.0,845.0,175011.482
7,2004,2005,3,3.0,1114.0,1114,1114,1,2.0,6,1.0,2.0,576.0,185199.3726
5,2004,2004,1,3.0,1114.0,1114,1114,1,2.0,6,,0.0,0.0,188514.0502
5,2003,2004,1,3.0,1114.0,1114,1114,2,2.0,6,1.0,2.0,576.0,185080.1453
7,2008,2009,3,3.0,1450.0,1450,1450,2,2.0,6,2.0,3.0,788.0,157304.4026
7,1996,1997,3,3.0,913.0,913,2122,2,2.0,8,2.0,2.0,559.0,194260.8595
6,1992,1992,3,3.0,816.0,833,1730,2,2.0,6,2.0,2.0,528.0,181262.33
6,1990,1991,3,3.0,1332.0,1332,1332,2,2.0,5,2.0,2.0,542.0,157003.2927
7,1994,1994,3,3.0,754.0,754,1540,2,2.0,6,2.0,2.0,495.0,182924.4994
6,1986,1986,1,3.0,676.0,698,1400,2,1.0,6,2.0,2.0,465.0,181902.5864
6,1981,1981,1,,0.0,964,1882,2,1.0,8,1.0,2.0,612.0,188985.3717
5,1962,1962,1,2.0,980.0,980,980,1,1.0,5,1.0,2.0,400.0,185290.9045
5,1961,1961,1,2.0,864.0,864,864,1,1.0,5,1.0,2.0,732.0,177304.4258
5,1961,1961,1,2.0,864.0,864,864,1,1.0,5,1.0,1.0,440.0,166274.9005
5,1965,1965,1,2.0,1024.0,1020,1020,2,1.0,5,1.0,1.0,288.0,177807.4205
5,1963,1995,3,2.0,912.0,912,912,1,2.0,6,2.0,1.0,300.0,180330.6248
5,1962,1962,1,2.0,912.0,912,912,1,1.0,6,1.0,1.0,252.0,179069.1122
8,1980,1980,3,3.0,2014.0,2014,2014,2,2.0,6,2.0,3.0,864.0,175943.3718
7,1991,2008,3,3.0,975.0,975,1755,2,2.0,7,1.0,2.0,524.0,185199.0506
7,2004,2005,3,3.0,1376.0,1376,3005,2,2.0,9,3.0,3.0,704.0,167350.9108
6,2008,2008,3,3.0,1726.0,1726,1726,2,2.0,6,3.0,2.0,561.0,149315.3119
6,2008,2008,3,3.0,1145.0,1256,1256,1,2.0,5,3.0,2.0,641.0,139010.8478
6,2000,2000,3,3.0,756.0,756,1512,2,2.0,4,1.0,2.0,440.0,155412.1518
7,1999,1999,3,3.0,691.0,713,1452,2,2.0,6,1.0,2.0,506.0,171308.314
8,1977,2008,2,3.0,1694.0,1694,1694,2,3.0,5,3.0,2.0,642.0,176220.5433
7,1981,1981,3,3.0,1740.0,1740,1740,1,2.0,7,2.0,2.0,540.0,177643.435
8,1976,1976,3,2.0,392.0,1487,2499,2,1.0,5,1.0,2.0,527.0,187222.6533
7,1974,1974,1,2.0,752.0,1285,2067,2,2.0,7,2.0,2.0,784.0,185635.1321
6,1967,1997,1,2.0,932.0,1271,2640,2,2.0,8,2.0,2.0,515.0,206492.5342
5,1969,1969,1,3.0,1288.0,1336,1336,2,1.0,6,2.0,2.0,502.0,181681.0211
6,1969,1969,1,2.0,1216.0,1216,1216,1,1.0,5,1.0,1.0,336.0,180500.1981
7,1977,1992,1,3.0,908.0,1316,2288,1,2.0,8,2.0,2.0,520.0,206486.1709
5,1967,1967,1,2.0,864.0,864,864,1,1.0,5,3.0,1.0,312.0,161334.3012
5,1967,1967,1,2.0,1568.0,1568,1568,1,1.0,7,1.0,2.0,440.0,176156.5583
7,1974,1974,1,2.0,1165.0,1165,2061,2,1.0,8,2.0,2.0,498.0,191642.2235
6,1971,1971,1,3.0,1232.0,1320,1320,2,1.0,5,2.0,2.0,495.0,191945.808
4,1960,1960,1,2.0,894.0,894,894,1,1.0,5,1.0,2.0,396.0,164146.306
5,1959,1959,1,2.0,864.0,864,864,1,1.0,5,1.0,1.0,308.0,179883.0571
4,1957,1957,1,2.0,1040.0,1362,1362,1,1.0,6,2.0,3.0,768.0,178071.1377
5,1956,1956,1,2.0,1048.0,1728,1728,2,1.0,7,1.0,2.0,576.0,188241.6379
5,1961,1995,1,2.0,1313.0,1313,1313,1,2.0,6,2.0,2.0,610.0,174559.6562
5,1964,1964,1,2.0,1292.0,1292,1292,1,1.0,6,1.0,2.0,520.0,182347.363
5,1965,1965,1,2.0,744.0,825,2140,2,1.0,7,3.0,2.0,549.0,191507.2519
6,1961,1961,1,2.0,1208.0,1576,1576,1,2.0,7,3.0,2.0,368.0,199751.8656
5,1955,1955,1,2.0,960.0,960,960,1,1.0,5,2.0,1.0,330.0,162106.4161
6,1967,1967,3,2.0,1680.0,1691,1691,1,1.0,5,1.0,2.0,550.0,164575.9823
6,1961,1961,1,2.0,1453.0,1453,1453,2,1.0,6,2.0,2.0,530.0,179176.3522
6,1966,2008,1,2.0,1562.0,1567,1567,2,2.0,5,1.0,2.0,542.0,177327.4039
5,1956,1956,3,2.0,1169.0,1144,1144,1,1.0,6,2.0,1.0,286.0,177818.0838
7,1960,1960,1,2.0,1329.0,1329,1329,1,1.0,5,1.0,2.0,441.0,186965.204
6,1959,1998,3,2.0,988.0,988,988,2,2.0,6,1.0,1.0,297.0,178762.7422
5,1956,1956,1,2.0,1202.0,1202,1202,1,1.0,6,2.0,1.0,304.0,183322.8661
5,1955,1955,1,2.0,1382.0,1382,1382,1,2.0,6,1.0,1.0,350.0,178903.2959
4,1956,1956,1,2.0,1200.0,1200,1200,1,1.0,6,1.0,1.0,294.0,186570.1294
5,1958,1958,1,2.0,1866.0,1866,1866,2,1.0,8,1.0,2.0,495.0,199144.2428
6,1954,1954,1,2.0,1062.0,1062,1062,1,1.0,6,1.0,1.0,297.0,172154.7133
