GrLivArea,OverallQual,TotRmsAbvGrd,GarageCars,KitchenQual,GarageArea,1stFlrSF,TotalBsmtSF,BsmtQual,FullBath,SalePrice
1949,7,8,2,2,574,1062,1050,3.0,2,12.371591321286905
894,5,5,1,1,308,894,894,2.0,1,11.603688960617083
1682,6,7,2,2,523,804,804,3.0,2,12.208574513247495
910,5,5,2,2,414,910,105,2.0,1,11.661354090741
1268,5,6,1,1,288,1036,832,2.0,1,11.798111925972618
1131,5,5,1,1,200,676,676,2.0,1,11.104972264124868
2610,8,11,2,3,550,1184,1184,3.0,2,12.623064399210183
1040,4,5,2,1,648,1040,1064,2.0,1,11.792456911128632
2224,9,10,3,3,738,1462,1462,4.0,2,12.765691290604371
1155,5,6,2,2,576,1155,1109,2.0,1,11.904974309480183
864,5,6,1,1,336,864,864,2.0,1,11.824087219587643
1090,5,5,2,1,450,1090,1090,4.0,1,11.964007453736912
1717,7,7,2,2,400,1187,1156,3.0,2,12.141539457711714
1593,6,7,2,1,389,808,808,3.0,2,12.08954444723597
2230,4,10,1,1,440,954,795,2.0,1,11.682676678340282
892,5,5,1,1,288,892,892,2.0,1,11.51293546492023
1709,9,5,2,2,506,1709,1698,4.0,2,12.70351207261035
1712,5,8,2,1,588,1712,1626,2.0,2,11.884495917930655
1393,5,8,1,1,300,872,816,2.0,1,11.816734299348461
2217,8,8,2,2,621,2217,2217,2.0,2,12.498745990829315
1505,6,6,2,1,505,1505,1505,2.0,1,11.915058360753719
924,5,6,2,1,576,672,672,2.0,1,11.719134432217524
1683,6,7,2,1,440,918,918,2.0,2,12.058158312538197
1068,6,6,1,1,264,1068,1059,2.0,1,11.947955847790901
1383,5,6,1,1,354,1383,1383,3.0,1,12.013706813470414
1535,5,8,2,1,400,1535,0,0,2,11.685693195625964
1796,6,8,2,1,483,983,780,2.0,1,11.849404844423074
951,4,6,1,1,327,951,951,2.0,1,11.575909653758895
2240,5,12,2,1,528,1120,0,0,2,11.870278179170796
2364,9,11,3,3,820,2364,2330,4.0,2,13.323928581764989
1236,5,6,1,1,288,1236,912,2.0,1,11.813037464800539
858,4,4,1,1,684,858,858,2.0,1,11.608244735642321
1306,5,5,1,1,756,1306,992,2.0,1,11.938199736300925
1509,7,8,2,2,393,807,783,3.0,2,12.100717685412471
1670,7,7,3,2,690,1670,1670,3.0,2,12.388398368982115
902,5,6,1,1,288,902,876,2.0,1,11.74006900564972
1063,5,6,1,1,280,1063,1056,2.0,1,11.759793355371237
1636,8,8,3,2,865,1636,1623,3.0,2,12.449022745701502
2057,7,6,1,2,180,1020,1017,3.0,1,12.429220196836383
902,5,5,2,1,484,902,864,3.0,1,11.782960235741939
1484,6,8,2,2,390,742,742,3.0,2,12.066816325306588
2274,5,12,2,1,480,1105,1105,2.0,2,11.946660519211651
1268,5,5,1,2,252,1268,1268,3.0,1,11.874097282798648
1015,5,6,1,1,450,1015,768,2.0,1,11.385103457032141
2002,5,8,3,1,871,1001,1001,2.0,2,11.884495917930655
1224,6,4,2,2,528,612,612,3.0,2,12.065280672855897
1092,4,6,1,1,286,546,546,2.0,1,11.225256725762893
480,2,4,1,1,308,480,480,2.0,0,10.471978128496518
1229,4,6,1,1,284,1229,1134,2.0,1,11.813037464800539
2127,7,8,3,2,833,912,1104,4.0,2,12.380030154325457
1414,6,6,2,1,601,1414,1184,3.0,1,12.081081821061819
1721,6,7,2,2,471,936,928,3.0,2,12.211065162153215
2200,5,9,0,1,0,1272,1272,2.0,2,11.890683588496984
1316,6,6,2,2,397,1316,1316,3.0,2,12.043500773454495
1617,6,5,2,2,533,1617,1604,3.0,2,12.170450649220749
1686,6,7,2,1,612,1686,1686,3.0,2,12.242891437918386
1126,5,6,2,3,540,1126,1126,3.0,2,12.07254696717504
2374,8,10,3,3,656,1234,1181,3.0,2,12.560247968016562
1978,7,9,2,1,486,1098,832,2.0,2,12.07824495582233
1788,8,7,2,3,522,1788,1753,3.0,2,12.373707715234994
2236,7,8,2,2,642,993,964,3.0,2,12.310437165348775
1466,8,7,3,2,610,1466,1466,3.0,2,12.211065162153215
925,5,5,1,1,429,925,925,2.0,1,11.674202123168433
1905,9,8,3,3,788,1905,1905,4.0,2,12.676079399771027
1500,7,6,2,2,570,1500,1500,3.0,2,12.154784614286667
2069,7,9,2,2,505,2069,585,3.0,2,12.396697137361691
747,4,5,2,1,528,747,600,1.0,1,11.288543647320601
1200,7,5,2,2,555,1200,1176,3.0,2,12.127575825689417
1971,7,8,2,2,689,1113,1113,3.0,2,12.441148720271016
1962,7,7,3,2,868,1391,1391,3.0,2,12.387560521575551
2403,7,10,1,1,349,1207,1032,2.0,2,12.406565597924235
1728,6,8,2,1,574,1728,1728,2.0,2,11.924379271639218
2060,7,8,2,2,390,1022,992,3.0,2,12.273735966890268
1440,4,8,0,1,0,1440,1440,3.0,2,11.918397239722838
1632,5,8,2,1,576,1632,1632,2.0,2,11.870606902224587
1344,6,7,2,2,525,1344,819,2.0,1,11.83138646878959
1869,5,7,2,1,456,1188,1088,2.0,1,11.735276702486741
1144,5,6,1,1,796,1144,1144,2.0,1,11.870606902224587
1629,8,9,3,2,808,1629,1616,3.0,2,12.506180941677357
1776,7,7,2,2,474,936,936,3.0,2,12.167856627501678
1381,6,5,2,2,676,1381,1161,2.0,1,12.193498926601634
864,5,5,2,2,720,864,864,2.0,1,11.767575435251748
965,5,6,1,1,300,965,828,2.0,1,11.694421681264394
768,5,5,1,1,396,768,768,3.0,1,11.804855999911272
1968,5,7,2,1,530,1168,784,2.0,2,12.055255569732177
980,6,4,0,1,0,980,945,3.0,2,11.755879486687116
1958,6,8,2,1,492,979,979,3.0,2,11.884495917930655
1229,6,5,2,1,462,561,561,3.0,1,11.728044909070785
1057,5,6,2,1,576,1057,1057,2.0,1,11.790564777297387
1337,7,6,2,2,531,1337,1337,3.0,2,12.128116509451258
1416,7,6,2,2,484,696,696,3.0,2,11.951186847493476
858,5,4,0,1,0,858,858,2.0,1,11.665655135642039
2872,6,11,2,1,619,1542,1330,3.0,2,12.513561021741964
1548,6,7,2,2,440,804,804,3.0,2,11.951186847493476
1800,9,7,2,3,702,1800,1800,4.0,2,12.384223015005313
1894,7,8,2,2,510,824,817,3.0,2,12.277932735946903
1484,6,8,2,2,393,783,783,3.0,2,12.094587859196112
1308,5,7,1,1,256,976,728,2.0,1,11.982935344196433
1098,5,6,1,1,260,1098,1098,2.0,1,11.813037464800539
968,3,6,0,1,0,600,600,2.0,1,10.542732775946709
1095,6,6,1,1,264,1095,588,2.0,1,11.849404844423074
1192,4,6,0,1,0,720,720,2.0,1,11.813037464800539
1626,7,6,2,2,474,764,764,3.0,2,12.06105265381003
918,6,5,1,1,264,918,918,3.0,2,11.507922973347437
1428,7,6,2,2,480,1428,1428,3.0,2,12.111767460549332
2019,7,8,2,2,532,1136,728,3.0,1,12.02874460037869
1382,7,6,2,2,490,673,673,3.0,2,12.013706813470414
869,4,4,0,0,0,869,440,3.0,1,11.356283350762888
1241,7,4,2,2,569,1241,1241,3.0,1,12.20557752297723
894,4,5,2,1,400,894,894,2.0,1,11.608244735642321
1121,5,5,2,1,480,1121,1121,2.0,1,11.842236406331555
999,7,6,2,3,588,999,944,2.0,1,12.091789104493502
2612,8,8,3,2,676,1276,1225,3.0,2,12.724869415131389
1266,7,6,2,2,388,1266,1266,3.0,2,11.982278882874377
2290,8,9,2,2,779,1149,1128,3.0,2,12.45254592991672
1734,5,8,2,2,539,1302,0,0,2,11.744045122410057
1164,5,5,1,1,240,1164,1164,2.0,1,11.736077016252437
1635,6,5,1,2,255,1001,485,2.0,1,11.669937760751914
1940,9,8,3,3,606,1940,1930,4.0,2,12.887129532148373
2030,6,8,2,2,551,1118,848,2.0,2,12.180759965737863
1576,7,6,2,2,614,778,770,3.0,2,12.190964083849375
2392,8,7,3,2,870,1407,1396,3.0,2,12.759960632315702
1742,8,8,2,2,424,916,916,2.0,1,12.031725210748633
1851,6,7,2,2,440,1020,822,2.0,2,12.138869243416009
1500,6,6,2,2,564,750,750,3.0,2,12.066241450757124
1718,10,7,3,3,786,1718,1700,4.0,2,12.729323752253295
1230,4,5,1,1,305,774,747,2.0,1,11.7085004721646
1050,5,6,1,1,368,1050,1050,2.0,1,11.824087219587643
1442,6,6,2,1,615,1442,1442,2.0,2,12.128116509451258
1077,3,6,1,1,210,1077,1007,2.0,1,11.418625774449598
1208,7,6,2,2,632,1208,1187,3.0,2,12.235636302128867
944,3,4,2,0,528,944,0,0,1,11.314486721293981
691,5,4,1,3,216,691,691,1.0,1,11.362114203075018
1574,8,7,3,2,824,1574,1574,3.0,2,12.354496960983985
1680,5,8,2,1,528,1680,1680,2.0,2,11.827049837927534
1504,7,7,2,2,457,1504,1346,3.0,2,12.10625783509458
985,5,6,1,1,328,985,985,3.0,2,11.917730355182513
1657,6,7,2,1,484,1657,1657,3.0,2,12.004574385508691
1092,4,6,1,1,286,546,546,2.0,1,11.385103457032141
1710,7,7,2,2,550,1710,1710,4.0,2,12.388398368982115
1522,5,7,0,1,0,1008,1008,2.0,2,11.532737896139919
1271,5,7,1,1,312,720,720,2.0,2,11.813037464800539
1664,5,8,0,1,0,1664,0,0,2,11.51293546492023
1502,6,7,1,2,180,900,602,2.0,1,12.013706813470414
1022,5,4,1,1,280,1022,1022,2.0,1,11.350418300109132
1082,6,5,1,1,240,1082,1082,2.0,1,11.688566422839942
1665,8,6,2,2,528,810,810,3.0,2,12.33270970174018
1504,7,6,2,2,478,1504,1504,3.0,2,12.220966184120165
1360,8,4,2,2,565,1360,1220,3.0,1,12.141539457711714
1472,7,7,2,2,402,802,384,3.0,2,11.982935344196433
1506,7,6,2,2,440,1506,1362,3.0,2,12.271349956195543
1132,4,5,2,2,451,1132,1132,3.0,1,12.07824495582233
1220,7,6,2,2,632,1220,1199,3.0,2,12.175618592671356
1248,5,6,1,1,160,912,912,2.0,1,11.373674891823535
1504,7,7,2,2,437,1504,1346,3.0,2,12.160033942617156
2898,8,10,2,2,665,2898,1565,3.0,2,12.567240979056246
882,5,5,2,1,461,882,882,2.0,1,11.630717389475995
1264,5,6,2,1,461,1264,1268,2.0,1,12.02874460037869
1646,8,7,3,2,800,1646,1638,3.0,2,12.588194064175278
1376,5,6,1,1,240,968,768,2.0,1,11.561725152903833
1218,6,7,1,1,264,672,672,2.0,1,11.678448377988165
1928,5,10,0,1,0,948,686,2.0,2,11.982935344196433
3082,7,12,2,1,672,1687,824,2.0,2,12.190964083849375
2520,8,10,3,2,796,1352,1338,3.0,2,12.644330802262578
1654,7,6,3,2,900,1654,1654,3.0,2,12.345838935721968
954,5,5,1,0,240,954,920,1.0,1,11.693169865968983
845,4,5,1,1,290,845,0,0,1,11.338583982516495
1620,9,6,3,3,912,1620,1620,4.0,2,12.66191713053049
2263,8,7,2,2,905,1055,1055,3.0,2,12.567240979056246
1344,4,6,0,1,0,798,546,2.0,1,11.48247656671073
630,4,3,1,1,286,630,630,3.0,1,11.289794413577894
1803,5,8,2,1,484,1803,1134,2.0,2,11.951186847493476
1632,6,7,2,2,484,800,800,2.0,1,12.06105265381003
1306,6,5,2,2,624,1306,1306,3.0,2,12.185875040240456
2329,7,10,2,2,514,1532,1475,3.0,2,12.47717172708952
2524,8,9,2,2,542,2524,2524,3.0,2,12.535379989788607
1733,3,8,2,1,452,1733,0,0,2,11.846543632608535
2868,9,11,3,3,716,1992,1992,4.0,3,13.229569788348705
990,5,5,2,1,672,990,990,3.0,1,11.884495917930655
1771,5,9,2,1,336,1771,0,0,1,11.652696102959753
930,4,6,1,2,308,930,0,0,1,11.349241150793087
1302,7,6,2,2,436,1302,1302,3.0,2,12.080996832096167
1316,7,6,2,2,440,1316,1316,3.0,2,12.206782393599413
1977,6,9,2,1,540,1127,816,2.0,1,12.013706813470414
1526,5,7,1,1,364,1526,1216,2.0,1,11.881041706925902
1989,8,7,2,2,586,1091,1065,3.0,2,12.449022745701502
1523,6,7,2,1,478,1523,1193,3.0,2,12.100717685412471
1364,7,6,2,2,484,1364,1364,3.0,2,12.13270055639427
1850,7,7,2,2,467,979,973,3.0,2,12.421188057397055
2184,9,10,3,3,836,1130,1104,4.0,2,12.721888795877375
1991,6,7,2,1,432,1096,854,2.0,1,12.301387370778713
1338,8,6,2,2,582,1338,1338,3.0,2,12.271396795480596
894,3,6,3,1,1248,894,894,2.0,1,11.302216779257382
2337,5,10,2,1,560,1422,662,2.0,2,11.407576060361786
1103,6,5,2,2,440,1103,1103,2.0,1,11.612779849672751
1154,5,6,2,1,480,1154,1154,2.0,1,11.944714374881176
2260,7,7,2,2,533,1306,1306,4.0,2,12.700771936142122
1571,6,7,2,1,380,799,799,3.0,2,12.08954444723597
1611,6,7,2,1,442,798,780,2.0,1,12.031129798974042
2521,6,10,2,1,576,1291,942,3.0,2,11.927687224983487
893,5,4,2,2,576,893,845,2.0,1,11.813037464800539
1048,5,6,1,1,286,1048,1048,2.0,1,11.813037464800539
1556,6,8,2,1,441,829,727,2.0,1,11.944714374881176
1456,5,7,1,1,280,1002,810,1.0,1,11.424105180165641
1426,6,6,2,1,440,698,690,2.0,1,11.979805470779858
1240,7,5,3,2,826,1240,1240,3.0,2,12.175618592671356
1740,7,6,1,1,240,960,800,2.0,1,12.299112067295642
1466,5,7,2,2,566,1096,796,1.0,2,12.04355959836804
1096,5,6,1,1,299,1096,1096,2.0,1,11.840796531639839
848,6,3,2,2,420,848,848,3.0,1,11.956976469393481
990,5,5,1,1,299,990,990,3.0,1,11.744045122410057
1258,6,5,2,2,528,1258,1258,2.0,2,11.884495917930655
1040,5,5,1,1,308,1040,1040,2.0,1,11.798111925972618
1459,7,6,2,2,527,1459,1459,3.0,2,12.165255859329688
1251,6,6,1,1,461,1251,1251,2.0,1,11.982935344196433
1498,6,6,2,1,409,691,691,3.0,2,12.141539457711714
996,6,5,2,2,564,996,936,3.0,1,11.898194668458823
1092,4,6,1,1,286,546,546,2.0,1,11.332613886815139
1953,8,9,3,2,1043,1082,1082,3.0,2,12.437188334739655
1709,7,7,2,2,380,970,970,3.0,2,11.83138646878959
1247,8,4,2,2,550,1247,1247,3.0,1,12.190964083849375
1040,3,6,2,1,400,1040,0,0,2,11.439289689006644
1252,7,4,2,2,462,624,600,3.0,2,11.982935344196433
1694,6,7,2,1,576,1390,1181,2.0,2,11.824087219587643
1200,5,6,2,2,884,1200,864,2.0,1,11.891368749982085
936,5,4,1,1,308,936,936,2.0,1,11.767575435251748
1314,6,6,2,2,440,1314,1314,3.0,2,12.080696479888447
1355,6,7,0,2,0,773,684,2.0,1,11.751950239425476
1088,8,5,2,2,461,1088,1074,3.0,1,12.04355959836804
1324,4,6,1,1,240,757,672,2.0,1,11.759793355371237
1601,7,7,2,1,478,1601,1271,3.0,2,11.964007453736912
438,2,3,1,0,246,438,290,2.0,1,11.002116507732017
950,5,5,1,1,280,950,950,2.0,1,11.691080018519527
1134,5,6,1,1,254,1134,1010,2.0,1,11.813037464800539
1194,6,6,2,1,539,1194,655,2.0,1,11.979805470779858
1302,5,6,2,1,440,630,630,2.0,2,11.571203807011969
2622,8,9,2,2,712,1500,1463,4.0,2,12.691583538230217
1442,7,6,2,2,719,1442,910,3.0,2,12.100161978566867
2021,7,9,2,2,422,887,868,4.0,2,12.52352951631214
1690,6,7,2,1,463,948,924,3.0,2,12.10625783509458
1836,8,7,3,2,862,1836,1836,4.0,2,12.54254845357358
1658,6,8,2,1,431,773,773,3.0,2,12.144202560946876
1964,7,8,2,1,483,1098,803,2.0,2,12.230770136157428
816,5,5,1,1,308,816,816,2.0,1,11.774527900858468
1008,5,6,1,2,240,1008,1008,2.0,1,11.80932691294063
833,5,4,1,2,326,833,833,2.0,1,11.669937760751914
1734,8,7,3,3,928,1734,1734,4.0,2,12.669809806411457
1419,8,7,2,2,527,779,408,3.0,2,12.123239799036943
894,5,5,2,2,450,894,894,2.0,1,11.775297421715827
1601,5,6,1,1,300,1021,533,2.0,1,11.849404844423074
1040,5,6,1,1,286,1040,1040,2.0,1,11.803361242493628
1012,6,6,1,1,308,1012,1012,2.0,1,11.681832447342321
1552,7,7,3,2,782,1552,1552,3.0,2,12.268582547911404
960,4,5,1,1,288,960,672,2.0,1,11.626263078808801
698,5,4,0,1,0,698,698,2.0,1,11.678448377988165
1482,7,7,2,2,392,812,384,3.0,2,12.007017865994577
1005,4,5,2,0,672,1005,1005,2.0,1,11.652696102959753
1555,7,7,3,2,660,1555,1373,3.0,2,12.066816325306588
1530,7,7,3,2,630,1530,1530,3.0,2,12.464587201678082
1959,7,8,2,2,434,847,847,3.0,2,12.278397958261774
936,5,4,2,1,672,936,936,3.0,1,11.849404844423074
1981,4,7,2,2,576,1328,1122,2.0,2,11.813037464800539
974,5,5,0,1,0,974,974,3.0,1,11.445727410406752
2210,6,8,1,0,205,1178,1008,2.0,2,11.674202123168433
2020,8,8,2,2,466,1142,1128,3.0,2,12.386312871189734
1600,6,7,2,1,460,916,916,3.0,2,12.037659911047468
986,6,5,1,1,180,986,960,2.0,1,11.532737896139919
1252,6,6,1,1,288,1032,1032,2.0,1,11.686887175419702
1020,5,6,0,1,0,780,780,2.0,1,11.451060699493427
1567,6,5,2,2,714,1567,1567,2.0,2,12.185875040240456
1167,5,6,2,1,495,1167,915,2.0,1,11.87757552297847
952,5,4,2,1,840,952,952,2.0,1,11.842236406331555
1868,5,9,2,2,484,1088,780,2.0,2,12.193498926601634
2828,8,11,3,2,1052,1466,1466,4.0,3,12.959540872420414
1006,5,5,0,1,0,1006,1006,2.0,1,11.289794413577894
924,4,5,1,0,280,672,672,3.0,1,11.289794413577894
1576,5,8,1,1,225,1042,1042,2.0,1,11.91170829631447
1298,6,5,2,2,403,1298,1298,3.0,2,12.100717685412471
1564,7,7,1,0,234,860,704,2.0,1,12.069685751267224
1111,7,5,1,1,288,572,572,2.0,1,11.669082701743504
1482,7,7,2,1,324,832,650,2.0,1,11.870606902224587
932,6,4,1,2,306,932,932,2.0,1,11.728044909070785
1466,5,6,2,0,528,1466,1466,2.0,1,11.917730355182513
1811,6,6,2,3,470,1811,1073,2.0,1,12.345838935721968
816,6,5,1,1,432,816,816,2.0,1,11.699413330633599
1820,7,8,2,2,492,902,864,2.0,1,12.215037342290755
1437,5,6,2,2,528,1437,1437,3.0,2,12.292254928916668
1265,5,6,2,2,502,1265,1219,2.0,2,12.100161978566867
1314,7,6,2,2,626,1314,1314,3.0,2,12.345838935721968
1580,8,7,3,2,830,1580,1580,3.0,2,12.367889578686164
1876,6,8,2,2,540,943,901,2.0,2,12.128116509451258
1456,6,7,2,1,440,855,855,3.0,2,11.891368749982085
1640,6,7,2,2,924,1640,1296,2.0,1,12.319405795112926
894,5,5,2,1,450,894,894,3.0,1,11.767575435251748
1258,4,6,2,1,400,1258,1198,3.0,0,11.59873612138334
1432,5,5,2,2,588,1432,1360,3.0,1,12.175618592671356
1502,7,7,2,2,644,1502,1502,3.0,2,12.359527368950229
1694,8,7,3,2,776,1694,1694,3.0,2,12.41044511731981
1671,6,7,2,1,472,959,959,3.0,2,12.06105265381003
2108,6,7,2,2,540,1236,1127,2.0,2,12.367345048436391
3627,10,10,3,2,807,1831,1930,4.0,3,13.345508528717259
1118,6,6,1,1,358,1118,1096,2.0,1,12.049424683420915
1261,6,6,2,1,433,1261,1261,2.0,1,12.001511614739405
1250,7,5,2,2,625,625,625,3.0,2,12.05467400868968
3086,5,12,0,3,0,1636,1598,2.0,3,12.208574513247495
2345,6,9,2,1,360,1170,952,3.0,2,12.384223015005313
2872,8,9,2,2,541,2129,1683,3.0,2,12.560247968016562
923,5,5,1,1,264,923,876,2.0,1,11.691080018519527
1224,6,5,1,1,210,818,818,2.0,1,11.652696102959753
1343,5,7,1,1,186,820,731,2.0,1,11.950541482162043
1124,5,5,0,1,0,1124,0,0,1,11.440365524765756
2514,7,8,2,1,693,1298,1216,3.0,2,12.429220196836383
1652,8,5,2,2,482,1652,1600,4.0,2,12.880294363972055
4476,10,10,3,3,813,2411,2396,4.0,3,13.521140839642674
1130,5,5,2,1,720,1130,1120,2.0,1,11.695255355062795
1572,5,5,3,1,995,1572,1572,2.0,1,12.137263685701864
1221,5,7,1,1,392,949,784,2.0,1,11.560772327227417
1699,3,7,2,1,420,1014,978,1.0,2,11.461642696843066
1624,8,5,3,2,757,1624,1624,3.0,2,12.476103599529843
1660,7,7,2,2,493,831,831,3.0,2,12.180759965737863
1804,7,7,2,2,442,1028,994,2.0,2,12.149507585033072
1622,4,7,4,1,1356,1622,1249,2.0,1,12.031725210748633
1441,8,5,2,2,492,764,776,3.0,2,12.066816325306588
1472,5,6,1,2,250,842,702,2.0,1,11.736077016252437
1224,6,5,2,1,402,1224,1224,4.0,2,12.013706813470414
1352,6,7,1,1,299,663,663,2.0,1,11.970356641102999
1456,6,8,2,2,400,728,728,3.0,2,12.07824495582233
1863,7,9,3,2,660,879,879,3.0,2,12.29779001527865
1690,7,7,1,1,225,815,815,2.0,1,11.87757552297847
1212,7,6,2,2,573,1212,1212,3.0,2,12.08954444723597
1382,4,6,2,1,459,1382,1051,2.0,1,11.904974309480183
864,4,5,1,1,280,864,864,2.0,1,11.6617850286409
1779,7,6,2,2,546,866,866,3.0,2,12.19552218463499
1348,5,5,1,1,216,884,884,2.0,1,11.669937760751914
1630,7,6,2,2,451,1630,1630,3.0,2,12.269052139516223
1074,5,6,2,1,495,1074,1056,3.0,1,11.941462360646149
2196,7,7,3,2,701,2196,2158,3.0,2,12.513193308436527
1056,4,5,1,1,384,1056,1056,2.0,1,11.580593459194764
1700,6,7,2,2,544,1700,1682,3.0,2,12.206077645517674
1283,5,6,2,1,506,1283,931,2.0,1,11.849404844423074
1660,8,8,2,2,500,1660,1660,4.0,2,12.577639650232573
1845,6,8,2,2,462,1055,1055,3.0,2,12.149507585033072
1752,8,8,2,1,492,1080,559,3.0,2,12.00762780434872
672,4,4,1,1,234,672,672,2.0,1,11.635151947212842
960,4,3,1,1,364,960,648,2.0,0,11.884495917930655
999,5,6,1,1,300,999,925,2.0,1,11.80932691294063
894,5,5,1,1,384,894,894,2.0,1,11.736077016252437
1902,6,8,2,1,539,1318,0,0,2,11.626263078808801
1314,8,6,2,2,552,1314,1300,3.0,2,12.343470927093518
912,4,3,0,1,0,672,0,0,1,11.296024885689746
1218,6,7,0,1,0,672,672,2.0,1,11.424105180165641
912,5,5,1,1,288,912,912,2.0,1,11.652696102959753
1211,5,5,1,1,322,1211,952,2.0,1,11.80560254159177
1846,6,7,1,1,315,1168,1040,2.0,2,11.870606902224587
2136,5,7,2,1,528,2136,2136,2.0,2,11.834291315386718
1490,7,8,2,2,388,788,788,3.0,2,12.122696471358964
1138,6,6,1,1,264,1138,588,2.0,1,11.884495917930655
1933,6,9,3,2,668,894,894,3.0,2,12.273735966890268
912,5,5,2,2,576,912,912,2.0,1,11.898194668458823
1702,9,7,3,3,1052,1702,1702,4.0,1,12.813920618864572
1507,5,7,1,1,404,1507,1075,2.0,2,11.751950239425476
2620,5,12,2,1,600,1361,1361,3.0,2,12.154784614286667
1190,5,6,2,1,540,1190,1106,2.0,1,11.794345471549745
1224,4,6,2,1,462,1224,0,0,2,11.530775206233024
1188,5,6,2,1,531,1188,1188,2.0,1,11.863589378812122
1964,5,7,0,1,0,1024,940,2.0,1,11.775297421715827
1784,5,9,1,1,180,892,747,3.0,1,11.841423131921784
1626,7,6,2,2,474,764,764,3.0,2,12.075400019877522
1948,7,8,2,2,434,847,847,3.0,2,12.180759965737863
1141,6,6,2,1,484,1141,1141,3.0,1,11.86710429621008
1484,8,6,2,3,472,1484,1476,3.0,2,12.490879338036375
1768,7,8,2,2,543,884,884,3.0,2,12.323415584358154
1689,7,7,3,2,954,1689,1689,3.0,2,12.42250975887691
1173,7,6,2,2,528,1173,1053,3.0,2,12.04355959836804
2076,10,7,3,3,850,2076,2076,4.0,2,13.049794835104816
1517,8,7,2,2,400,792,792,3.0,1,12.345838935721968
1868,6,7,2,1,477,1140,585,3.0,3,12.08954444723597
1553,7,6,2,2,615,756,756,3.0,2,12.136191879981927
1034,6,6,3,1,888,1034,1012,2.0,1,12.042971193457888
2058,6,8,2,1,396,1134,735,3.0,1,11.771443882099637
988,5,6,1,1,276,988,876,2.0,1,11.686887175419702
2110,7,8,2,3,522,2110,2110,2.0,2,12.404927602627597
1405,7,6,2,2,478,1405,1405,3.0,2,12.053801032483948
874,5,5,1,1,288,874,864,2.0,1,11.775297421715827
2167,7,9,2,2,518,1516,1192,2.0,2,12.591338447675579
1656,7,7,2,2,397,760,746,3.0,2,12.016128107502665
1367,6,6,1,1,560,959,884,2.0,1,11.755879486687116
1987,8,7,2,2,691,1987,1986,3.0,2,12.616528611893463
864,5,4,0,1,0,864,864,1.0,1,11.511934974596555
1166,7,5,2,2,400,1166,856,3.0,2,12.154784614286667
1054,6,6,2,1,460,1054,1054,3.0,1,11.92504173829169
1675,6,7,2,1,502,892,841,3.0,2,12.10625783509458
1050,5,5,1,1,338,1050,1050,2.0,1,11.766799946849087
1788,4,8,1,1,304,1104,1104,2.0,1,11.992266613576142
1824,6,8,2,1,520,1060,764,2.0,1,12.103491596905931
1337,6,5,2,2,511,1337,1405,3.0,2,12.10625783509458
1452,7,6,2,2,506,713,691,3.0,2,12.12215284831553
1889,7,9,1,1,308,964,925,2.0,1,11.711784520403112
2018,9,10,3,3,746,2018,2002,4.0,2,12.843973993864076
3447,8,11,3,2,1014,1968,728,2.0,3,12.850557278777309
1524,5,7,1,1,315,874,874,2.0,1,11.87757552297847
1524,7,4,2,2,586,1332,1332,3.0,0,12.468440756144114
1489,6,7,2,2,462,1489,1489,2.0,2,12.132162346145595
935,5,5,1,1,288,935,935,2.0,1,11.827743504053695
1357,6,5,1,3,312,1357,1019,2.0,1,12.083910661257521
1250,5,8,2,1,552,661,661,2.0,2,11.842236406331555
1920,5,10,2,1,400,928,928,2.0,2,11.827743504053695
1395,6,6,2,1,497,735,723,2.0,1,11.995357787034976
1724,6,7,2,1,480,1724,1680,3.0,1,12.19552218463499
2031,8,7,2,2,577,1128,1128,3.0,2,12.37581963951765
1128,4,6,2,1,528,698,698,2.0,1,11.133142723386813
1573,7,6,2,2,544,1573,1573,3.0,2,12.33270970174018
1339,7,6,2,1,484,1339,1309,3.0,2,12.100717685412471
1040,5,5,2,2,484,1040,1040,3.0,2,11.921725007667265
1824,6,8,0,1,0,912,912,2.0,2,11.842236406331555
2447,6,10,1,2,336,1699,804,2.0,2,12.037659911047468
1412,6,6,1,1,280,825,780,2.0,1,11.794345471549745
1328,6,6,2,1,528,1328,1328,2.0,1,11.870606902224587
1582,5,7,2,1,390,1582,1624,2.0,2,12.154784614286667
1659,8,5,2,3,499,1659,1501,3.0,2,12.535379989788607
1970,8,8,3,3,753,1120,1085,3.0,2,12.546113507028412
1152,5,6,2,1,484,1152,1152,2.0,1,12.103491596905931
1302,5,6,1,1,264,630,630,2.0,2,11.691080018519527
2372,5,11,1,1,432,1378,994,2.0,2,11.58525542883217
1664,7,8,2,1,528,832,832,3.0,2,12.000897933306716
864,5,5,2,1,572,864,864,2.0,1,11.652696102959753
1052,5,5,1,1,288,1052,1052,2.0,1,11.83863282480007
1128,5,6,2,1,525,1128,1120,2.0,2,11.951186847493476
1072,6,5,2,1,525,1072,547,3.0,2,11.849404844423074
5642,10,12,2,3,1418,4692,6110,4.0,2,11.982935344196433
1246,5,6,1,2,305,1246,1246,2.0,1,11.944714374881176
1983,7,9,2,2,490,1005,978,3.0,2,12.323860125621126
1494,6,7,1,2,213,753,771,2.0,1,12.086731521684555
2526,8,8,3,2,844,1203,1165,3.0,2,12.577639650232573
1616,7,7,3,2,834,1616,1616,3.0,2,12.354496960983985
1708,7,7,2,2,380,976,976,3.0,2,11.775297421715827
