OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageFinish,GarageCars,GarageArea,SalePrice
8,2007,2007,2,2,1496,1496,1496,2,2,7,0,2,474,225000
7,1994,1996,2,2,712,1086,1895,2,2,7,0,2,409,194500
6,1980,1981,3,2,650,888,1564,2,3,7,2,2,476,171000
6,1977,1977,3,3,660,1285,1285,1,3,7,1,2,528,143500
5,1953,1953,3,3,773,773,773,1,3,4,2,1,240,110000
9,2008,2009,0,0,1926,1966,3140,3,0,11,0,3,820,485000
5,1937,1950,3,2,731,981,1768,1,2,7,2,1,240,175000
6,1997,1997,3,2,616,616,1688,2,2,8,1,2,603,200000
4,1916,1990,3,3,1196,1196,1196,1,3,5,2,2,440,109900
7,2005,2005,2,2,728,728,1456,2,2,7,0,2,410,189000
9,2008,2009,0,0,1734,1734,2822,3,0,12,1,3,1020,582933
5,1954,1954,3,3,936,1128,1128,1,3,5,2,1,286,118000
7,2008,2008,2,2,1417,1428,1428,2,0,6,1,2,554,227680
5,1967,1967,3,3,980,980,980,2,3,6,0,1,384,135500
5,1923,2004,3,3,1324,1072,1576,1,2,6,1,2,528,223500
5,1966,1966,3,3,1024,1086,1086,1,3,6,1,2,484,159950
5,1898,1965,3,3,849,1075,2138,2,3,11,2,2,360,106000
6,1974,1999,3,3,1040,1309,1309,1,2,5,1,2,484,181000
6,2004,2004,2,2,848,848,848,1,2,4,0,2,420,144500
5,1952,1952,1,3,540,1044,1044,1,1,4,2,2,504,55993
6,1958,1958,3,3,1442,1442,1442,1,3,7,1,1,301,157900
5,1918,1950,3,3,686,686,1250,1,1,7,2,1,280,116000
7,1998,1998,3,2,1649,1661,1661,2,2,6,1,2,598,224900
5,1954,1954,3,3,1008,1008,1008,1,3,4,1,1,275,137000
8,2002,2002,2,2,1568,1689,1689,2,2,7,1,3,857,271000
6,1971,1971,3,3,1010,1052,1052,1,3,6,2,2,440,155000
7,2009,2010,2,2,1358,1358,1358,2,2,6,1,2,484,224000
7,2003,2003,2,2,798,798,1640,2,2,6,1,2,595,183000
4,1953,1953,1,1,936,936,936,1,3,4,2,2,576,93000
7,2003,2003,2,2,847,847,1733,2,2,7,0,2,433,225000
6,1940,1950,3,3,778,944,1489,2,3,7,2,1,240,139500
8,2006,2006,2,2,1489,1489,1489,2,2,7,1,2,776,232600
10,2007,2008,0,0,2078,2084,2084,2,0,7,0,3,1220,385000
5,1924,1950,3,3,784,784,784,1,2,5,3,0,0,109500
7,2001,2001,2,2,1454,1434,1434,2,2,6,1,2,527,189000
5,1967,1967,3,3,1013,1160,2126,2,3,7,0,2,538,185000
7,2005,2005,2,2,600,520,1223,2,2,4,1,2,480,147400
6,1957,1957,3,3,1392,1392,1392,1,3,6,1,2,458,166000
7,2005,2005,3,2,600,520,1200,2,2,4,1,2,480,151000
7,2003,2003,2,2,941,941,1829,2,2,7,1,2,613,237000
6,1964,1964,3,3,1516,1516,1516,1,3,6,1,2,472,167000
5,1961,1961,3,3,1144,1144,1144,1,3,6,2,2,456,139950
4,1950,1995,3,2,1067,1067,1067,2,2,4,2,2,436,128000
5,1948,1973,3,3,1559,1559,1559,1,3,5,2,2,812,153500
6,1973,1973,3,3,483,483,987,1,3,5,2,1,264,100000
5,1995,2006,3,2,1099,1099,1099,1,2,6,2,1,352,144000
5,1946,1995,3,3,768,768,1200,1,3,6,2,1,240,130500
6,1925,1950,3,3,672,810,1482,2,1,7,2,1,400,140000
5,1904,2002,3,3,650,958,1539,2,2,8,2,2,686,157500
6,1966,1966,3,3,1127,1165,1165,1,3,6,1,2,490,174900
5,1961,1961,3,3,1800,1800,1800,2,3,10,3,0,0,141000
5,1915,1950,3,3,876,876,1416,1,3,7,2,3,720,153900
5,1975,1981,3,2,1390,1701,1701,2,3,6,0,2,611,171000
7,1993,1993,2,2,740,1006,1775,2,2,7,2,2,425,213000
5,1972,1972,3,3,864,864,864,1,3,5,2,1,338,133500
6,1908,1997,3,3,907,1307,2358,3,3,10,2,2,360,240000
6,1976,1994,2,3,528,1094,1855,2,3,7,1,2,512,187000
6,2003,2003,2,2,848,848,848,1,2,3,0,2,420,131500
8,2003,2003,2,2,1273,1456,1456,2,2,7,0,2,400,215000
7,1941,1950,3,3,918,918,1646,2,3,7,2,1,240,164000
6,1964,1964,3,3,1127,1445,1445,1,3,7,1,2,645,158000
5,1955,1974,3,3,1763,1779,1779,1,3,6,2,2,454,170000
5,1962,2010,3,3,1040,1040,1040,1,3,6,2,1,260,127000
6,1978,1978,3,2,940,1026,1026,1,3,5,2,2,576,147000
6,1994,1995,3,2,702,702,1481,2,3,6,0,2,343,174000
7,1976,1976,3,2,1090,1370,1370,2,3,6,1,2,479,152000
6,1968,1984,3,3,1054,1512,2654,2,2,9,2,2,619,250000
7,1918,1998,2,3,912,912,1426,1,2,7,2,1,216,189950
5,1965,1965,3,3,1039,1039,1039,1,3,6,2,2,504,131500
6,1984,1985,3,2,1040,1097,1097,2,3,6,2,2,480,152000
5,1959,1959,3,3,1148,1148,1148,1,3,6,2,1,672,132500
7,2007,2008,2,0,1372,1372,1372,2,2,6,0,2,529,250580
5,1970,1970,3,3,1002,1002,1002,1,3,5,2,2,902,148500
8,2006,2007,2,2,1638,1646,1646,2,2,6,1,3,870,248900
4,1961,1961,3,3,1040,1120,1120,1,1,5,1,2,544,129000
5,1948,1950,3,4,0,1547,2320,2,3,7,2,2,672,169000
7,1993,1994,2,2,1050,1062,1949,2,2,8,0,2,574,236000
5,1962,1962,3,3,894,894,894,1,3,5,2,1,308,109500
6,1998,1998,3,2,804,804,1682,2,2,7,1,2,523,200500
5,1953,1996,2,3,105,910,910,1,2,5,2,2,414,116000
5,1949,1950,2,3,832,1036,1268,1,3,6,2,1,288,133000
5,1941,1950,3,3,676,676,1131,1,3,5,2,1,200,66500
8,2007,2007,2,2,1184,1184,2610,2,0,11,0,2,550,303477
4,1963,1963,3,3,1064,1040,1040,1,3,5,2,2,648,132250
9,2004,2005,2,0,1462,1462,2224,2,0,10,0,3,738,350000
5,1961,1995,3,3,1109,1155,1155,1,2,6,2,2,576,148000
5,1978,2005,2,3,864,864,864,1,3,6,2,1,336,136500
5,2005,2006,3,0,1090,1090,1090,1,3,5,0,2,450,157000
7,1990,1991,2,2,1156,1187,1717,2,2,7,1,2,400,187500
6,1992,1993,3,2,808,808,1593,2,3,7,1,2,389,178000
4,1912,1950,2,3,795,954,2230,1,3,10,2,1,440,118500
5,1967,1967,3,3,892,892,892,1,3,5,1,1,288,100000
9,1999,2000,2,0,1698,1709,1709,2,2,5,0,2,506,328900
5,1959,2005,3,3,1626,1712,1712,2,3,8,0,2,588,145000
5,1955,1955,3,3,816,872,1393,1,3,8,2,1,300,135500
8,1970,1970,2,3,2217,2217,2217,2,2,8,2,2,621,268000
6,1953,1953,3,3,1505,1505,1505,1,3,6,1,2,505,149500
5,1949,2006,3,3,672,672,924,1,3,6,2,2,576,122900
6,1978,1978,3,3,918,918,1683,2,3,7,1,2,440,172500
6,1963,2003,3,3,1059,1068,1068,1,3,6,1,1,264,154500
5,1954,1954,3,2,1383,1383,1383,1,3,6,2,1,354,165000
5,1979,1979,3,4,0,1535,1535,2,3,8,2,2,400,118858
6,1963,1963,3,3,780,983,1796,1,3,8,1,2,483,140000
4,1936,1950,3,3,951,951,951,1,3,6,2,1,327,106500
5,1979,1979,3,4,0,1120,2240,2,3,12,2,2,528,142953
9,2009,2010,0,0,2330,2364,2364,2,0,11,0,3,820,611657
5,1961,1994,3,3,912,1236,1236,1,3,6,2,1,288,135000
4,1971,1971,3,3,858,858,858,1,3,4,2,1,684,110000
5,1957,2000,3,3,992,1306,1306,1,3,5,2,1,756,153000
7,2003,2003,2,2,783,807,1509,2,2,8,0,2,393,180000
7,2006,2006,2,2,1670,1670,1670,2,2,7,1,3,690,240000
5,1967,1967,3,3,876,902,902,1,3,6,2,1,288,125500
5,1954,1954,3,3,1056,1063,1063,1,3,6,1,1,280,128000
8,2006,2006,2,2,1623,1636,1636,2,2,8,1,3,865,255000
7,1936,1987,2,2,1017,1020,2057,1,2,6,0,1,180,250000
5,1983,1983,3,2,864,902,902,1,3,5,2,2,484,131000
6,2005,2005,2,2,742,742,1484,2,2,8,0,2,390,174000
5,1960,1960,3,3,1105,1105,2274,2,3,12,2,2,480,154300
5,1977,1989,3,2,1268,1268,1268,1,2,5,2,1,252,143500
5,1925,1950,3,3,768,1015,1015,1,3,6,2,1,450,88000
5,1949,1950,3,3,1001,1001,2002,2,3,8,2,3,871,145000
6,2009,2009,2,2,612,612,1224,2,2,4,1,2,528,173733
4,1970,1970,3,3,546,546,1092,1,3,6,2,1,286,75000
2,1949,1950,3,3,480,480,480,0,3,4,2,1,308,35311
4,1956,1956,3,3,1134,1229,1229,1,3,6,1,1,284,135000
7,1991,1991,2,0,1104,912,2127,2,2,8,1,3,833,238000
6,1958,2002,0,2,1184,1414,1414,1,3,6,2,2,601,176500
6,1994,1994,2,2,928,936,1721,2,2,7,1,2,471,201000
5,1900,2003,3,3,1272,1272,2200,2,3,9,3,0,0,145900
6,2005,2006,2,2,1316,1316,1316,2,2,6,0,2,397,169990
6,1993,1994,2,2,1604,1617,1617,2,2,5,1,2,533,193000
6,1980,1980,3,2,1686,1686,1686,2,3,7,2,2,612,207500
5,1977,1977,3,2,1126,1126,1126,2,0,6,1,2,540,175000
8,2003,2004,2,2,1181,1234,2374,2,0,10,0,3,656,285000
7,1968,1968,3,3,832,1098,1978,2,3,9,1,2,486,176000
8,2001,2001,2,2,1753,1788,1788,2,0,7,1,2,522,236500
7,1997,1997,3,2,964,993,2236,2,2,8,0,2,642,222000
8,2007,2007,2,2,1466,1466,1466,2,2,7,0,3,610,201000
5,1965,1965,3,3,925,925,925,1,3,5,2,1,429,117500
9,2006,2006,0,0,1905,1905,1905,2,0,8,0,3,788,320000
7,2004,2004,2,2,1500,1500,1500,2,2,6,1,2,570,190000
7,1960,2007,3,2,585,2069,2069,2,2,9,1,2,505,242000
4,1926,1953,3,1,600,747,747,1,3,5,2,2,528,79900
7,2005,2005,2,2,1113,1113,1971,2,2,8,1,2,689,253000
7,2006,2006,2,2,1391,1391,1962,2,2,7,1,3,868,239799
7,1940,1950,3,3,1032,1207,2403,2,3,10,2,1,349,244400
6,1976,1976,3,3,1728,1728,1728,2,3,8,2,2,574,150900
7,1999,1999,2,2,992,1022,2060,2,2,8,1,2,390,214000
4,1977,1977,3,2,1440,1440,1440,2,3,8,3,0,0,150000
5,1967,1967,3,3,1632,1632,1632,2,3,8,2,2,576,143000
6,1958,1958,3,3,819,1344,1344,1,2,7,1,2,525,137500
5,1890,1996,3,3,1088,1188,1869,1,3,7,2,2,456,124900
5,1959,1959,3,3,1144,1144,1144,1,3,6,1,1,796,143000
8,2002,2003,2,2,1616,1629,1629,2,2,9,0,3,808,270000
7,2002,2002,2,2,936,936,1776,2,2,7,1,2,474,192500
6,1972,2006,3,3,1161,1381,1381,1,2,5,1,2,676,197500
5,1950,2002,3,3,864,864,864,1,2,5,1,2,720,129000
5,1965,1965,3,3,828,965,965,1,3,6,2,1,300,119900
5,1972,2003,3,2,768,768,768,1,3,5,0,1,396,133900
5,1969,1969,3,3,784,1168,1968,2,3,7,1,2,530,172000
6,1975,1975,3,2,945,980,980,2,3,4,3,0,0,127500
6,1946,1950,3,2,979,979,1958,2,3,8,2,2,492,145000
6,1980,1980,3,2,561,561,1229,1,3,5,0,2,462,124000
5,1962,1962,3,3,1057,1057,1057,1,3,6,0,2,576,132000
7,2003,2003,2,2,1337,1337,1337,2,2,6,1,2,531,185000
7,1999,1999,2,2,696,696,1416,2,2,6,2,2,484,155000
5,1958,2008,3,3,858,858,858,1,3,4,3,0,0,116500
6,1977,1995,3,2,1330,1542,2872,2,3,11,0,2,619,272000
6,1976,1976,3,2,804,804,1548,2,2,7,2,2,440,155000
9,2007,2007,2,0,1800,1800,1800,2,0,7,0,2,702,239000
7,2002,2003,2,2,817,824,1894,2,2,8,0,2,510,214900
6,2005,2007,2,2,783,783,1484,2,2,8,0,2,393,178900
5,1940,1950,2,3,728,976,1308,1,3,7,2,1,256,160000
5,1955,1955,3,3,1098,1098,1098,1,3,6,2,1,260,135000
3,1910,1950,3,3,600,600,968,1,3,6,3,0,0,37900
6,1958,1958,3,3,588,1095,1095,1,3,6,1,1,264,140000
4,1949,1950,3,3,720,720,1192,1,3,6,3,0,0,135000
7,2003,2004,2,2,764,764,1626,2,2,6,1,2,474,173000
6,1979,1979,3,2,918,918,918,2,3,5,2,1,264,99500
7,1910,1993,3,2,728,1136,2019,1,2,8,2,2,532,167500
7,2000,2000,2,2,673,673,1382,2,2,6,2,2,490,165000
4,1923,1958,3,2,440,869,869,1,1,4,3,0,0,85500
4,1954,1954,3,3,894,894,894,1,3,5,2,2,400,110000
5,1963,1963,3,3,1121,1121,1121,1,3,5,2,2,480,139000
7,1961,2007,0,3,944,999,999,1,0,6,1,2,588,178400
8,1998,1999,2,2,1225,1276,2612,2,2,8,0,3,676,336000
7,2007,2007,2,2,1266,1266,1266,2,2,6,0,2,388,159895
8,2002,2002,2,2,1128,1149,2290,2,2,9,2,2,779,255900
5,1977,1977,3,4,0,1302,1734,2,2,8,2,2,539,126000
5,1950,1950,3,3,1164,1164,1164,1,3,5,2,1,240,125000
6,1910,2003,3,3,485,1001,1635,1,2,5,2,1,255,117000
9,2009,2010,0,0,1930,1940,1940,2,0,8,0,3,606,395192
6,1976,1976,3,3,848,1118,2030,2,2,8,0,2,551,195000
7,2006,2006,2,2,770,778,1576,2,2,6,1,2,614,197000
8,1997,1998,2,2,1396,1407,2392,2,2,7,0,3,870,348000
8,1882,1986,2,3,916,916,1742,1,2,8,2,2,424,168000
6,1964,1993,3,3,822,1020,1851,2,2,7,1,2,440,187000
6,2005,2006,3,2,750,750,1500,2,2,6,1,2,564,173900
10,2006,2007,0,0,1700,1718,1718,2,0,7,0,3,786,337500
4,1946,1950,3,3,747,774,1230,1,3,5,2,1,305,121600
5,1961,1961,3,3,1050,1050,1050,1,3,6,2,1,368,136500
6,1970,1970,3,3,1442,1442,1442,2,3,6,1,2,615,185000
3,1922,1950,3,3,1007,1077,1077,1,3,6,2,1,210,91000
7,2006,2006,2,2,1187,1208,1208,2,2,6,1,2,632,206000
3,1952,1952,3,4,0,944,944,1,1,4,2,2,528,82000
5,1920,1950,3,1,691,691,691,1,0,4,2,1,216,86000
8,2006,2006,2,2,1574,1574,1574,2,2,7,1,3,824,232000
5,1976,1976,3,3,1680,1680,1680,2,3,8,2,2,528,136905
7,2005,2006,2,2,1346,1504,1504,2,2,7,0,2,457,181000
5,1977,1977,2,2,985,985,985,2,3,6,2,1,328,149900
6,1970,1970,3,2,1657,1657,1657,2,3,7,2,2,484,163500
4,1970,1970,3,3,546,546,1092,1,3,6,1,1,286,88000
7,2004,2005,2,0,1710,1710,1710,2,2,7,0,2,550,240000
5,1926,1950,3,3,1008,1008,1522,2,3,7,3,0,0,102000
5,1948,1950,3,3,720,720,1271,2,3,7,2,1,312,135000
5,1965,1965,3,4,0,1664,1664,2,3,8,3,0,0,100000
6,1923,1996,3,3,602,900,1502,1,2,7,2,1,180,165000
5,1910,2006,3,3,1022,1022,1022,1,3,4,2,1,280,85000
6,1948,1950,3,3,1082,1082,1082,1,3,5,2,1,240,119200
8,2001,2001,2,2,810,810,1665,2,2,6,0,2,528,227000
7,1996,1996,2,2,1504,1504,1504,2,2,6,0,2,478,203000
8,1984,1984,2,2,1220,1360,1360,1,2,4,1,2,565,187500
7,1991,1992,2,2,384,802,1472,2,2,7,1,2,402,160000
7,2005,2005,2,2,1362,1506,1506,2,2,6,0,2,440,213490
4,2005,2005,3,2,1132,1132,1132,1,2,5,0,2,451,176000
7,2006,2006,2,2,1199,1220,1220,2,2,6,1,2,632,194000
5,1930,1950,3,3,912,912,1248,1,3,6,2,1,160,87000
7,2005,2006,2,2,1346,1504,1504,2,2,7,0,2,437,191000
8,1976,1976,2,2,1565,2898,2898,2,2,10,0,2,665,287000
5,1972,1972,3,3,882,882,882,1,3,5,2,2,461,112500
5,1960,1960,3,3,1268,1264,1264,1,3,6,2,2,461,167500
8,2007,2008,2,2,1638,1646,1646,2,2,7,1,3,800,293077
5,1941,1950,3,3,768,968,1376,1,3,6,2,1,240,105000
6,1972,1972,3,3,672,672,1218,1,3,7,2,1,264,118000
5,1916,1995,3,3,686,948,1928,2,3,10,3,0,0,160000
7,1920,1970,3,3,824,1687,3082,2,3,12,0,2,672,197000
8,1993,1993,2,2,1338,1352,2520,2,2,10,1,3,796,310000
7,2002,2002,2,2,1654,1654,1654,2,2,6,2,3,900,230000
5,1938,1950,3,1,920,954,954,1,1,5,2,1,240,119750
4,1957,1957,3,4,0,845,845,1,3,5,2,1,290,84000
9,2007,2008,2,0,1620,1620,1620,2,0,6,0,3,912,315500
8,2001,2002,2,2,1055,1055,2263,2,2,7,0,2,905,287000
4,1970,2008,3,3,546,798,1344,1,3,6,3,0,0,97000
4,1970,1970,3,2,630,630,630,1,3,3,2,1,286,80000
5,1957,2000,3,3,1134,1803,1803,2,3,8,1,2,484,155000
6,1966,2000,3,3,800,800,1632,1,2,7,2,2,484,173000
6,2005,2005,2,2,1306,1306,1306,2,2,5,1,2,624,196000
7,1990,1990,3,2,1475,1532,2329,2,2,10,2,2,514,262280
8,1981,1981,2,2,2524,2524,2524,2,2,9,0,2,542,278000
3,1955,1955,3,4,0,1733,1733,2,3,8,2,2,452,139600
9,2005,2006,2,0,1992,1992,2868,3,0,11,0,3,716,556581
5,1994,1995,3,2,990,990,990,1,3,5,2,2,672,145000
5,1960,2006,3,4,0,1771,1771,1,3,9,2,2,336,115000
4,1946,2006,3,4,0,930,930,1,2,6,2,1,308,84900
7,2007,2007,2,2,1302,1302,1302,2,2,6,0,2,436,176485
7,2007,2007,2,2,1316,1316,1316,2,2,6,0,2,440,200141
6,1964,1978,3,3,816,1127,1977,1,3,9,1,2,540,165000
5,1957,2002,3,3,1216,1526,1526,1,3,7,2,1,364,144500
8,2002,2002,2,2,1065,1091,1989,2,2,7,0,2,586,255000
6,1976,1976,3,2,1193,1523,1523,2,3,7,0,2,478,180000
7,2005,2005,2,2,1364,1364,1364,2,2,6,1,2,484,185850
7,1994,1994,2,2,973,979,1850,2,2,7,0,2,467,248000
9,2008,2008,0,0,1104,1130,2184,2,0,10,0,3,836,335000
6,1932,1950,3,3,854,1096,1991,1,3,7,2,2,432,220000
8,2001,2001,2,2,1338,1338,1338,2,2,6,0,2,582,213500
3,1935,1950,1,3,894,894,894,1,3,6,1,3,1248,81000
5,1900,1950,3,3,662,1422,2337,2,3,10,2,2,560,90000
6,1925,1980,3,3,1103,1103,1103,1,2,5,2,2,440,110500
5,1966,1966,3,3,1154,1154,1154,1,3,6,1,2,480,154000
7,1996,1997,2,0,1306,1306,2260,2,2,7,1,2,533,328000
6,1993,1994,2,2,799,799,1571,2,3,7,1,2,380,178000
6,1964,1964,3,3,780,798,1611,1,3,7,1,2,442,167900
6,1973,1973,3,2,942,1291,2521,2,3,10,0,2,576,151400
5,1949,2003,3,3,845,893,893,1,2,4,2,2,576,135000
5,1956,1956,3,3,1048,1048,1048,1,3,6,2,1,286,135000
6,1968,1968,3,3,727,829,1556,1,3,8,2,2,441,154000
5,1948,1950,3,1,810,1002,1456,1,3,7,2,1,280,91500
6,1977,1977,3,3,690,698,1426,1,3,6,0,2,440,159500
7,2006,2006,2,2,1240,1240,1240,2,2,5,1,3,826,194000
7,1940,1984,3,3,800,960,1740,1,3,6,2,1,240,219500
5,1936,1989,3,1,796,1096,1466,2,2,7,2,2,566,170000
5,1969,1969,3,3,1096,1096,1096,1,3,6,0,1,299,138800
6,2004,2004,2,2,848,848,848,1,2,3,1,2,420,155900
5,1994,1994,3,2,990,990,990,1,3,5,2,1,299,126000
6,1971,2004,2,3,1258,1258,1258,2,2,5,1,2,528,145000
5,1963,1963,3,3,1040,1040,1040,1,3,5,0,1,308,133000
7,2002,2002,2,2,1459,1459,1459,2,2,6,1,2,527,192000
6,1964,1964,3,3,1251,1251,1251,1,3,6,1,1,461,160000
6,1995,1996,3,2,691,691,1498,2,3,6,0,2,409,187500
6,1992,1992,3,2,936,996,996,1,2,5,2,2,564,147000
4,1973,1973,3,3,546,546,1092,1,3,6,1,1,286,83500
8,2005,2006,2,2,1082,1082,1953,2,2,9,1,3,1043,252000
7,2004,2004,2,2,970,970,1709,2,2,7,2,2,380,137500
8,2005,2005,2,2,1247,1247,1247,1,2,4,0,2,550,197000
3,1950,1950,3,4,0,1040,1040,2,3,6,2,2,400,92900
7,1999,2000,2,2,600,624,1252,2,2,4,2,2,462,160000
6,1925,1950,3,3,1181,1390,1694,2,3,7,2,2,576,136500
5,1965,1998,3,3,864,1200,1200,1,2,6,2,2,884,146000
5,1956,2000,3,3,936,936,936,1,3,4,0,1,308,129000
6,2006,2006,2,2,1314,1314,1314,2,2,6,1,2,440,176432
6,1914,2006,3,3,684,773,1355,1,2,7,3,0,0,127000
8,1986,1986,2,2,1074,1088,1088,1,2,5,1,2,461,170000
4,1936,1950,3,3,672,757,1324,1,3,6,2,1,240,128000
7,1978,1978,3,2,1271,1601,1601,2,3,7,1,2,478,157000
2,1920,1950,3,3,290,438,438,1,1,3,2,1,246,60000
5,1971,1971,3,3,950,950,950,1,3,5,2,1,280,119500
5,1960,2002,3,3,1010,1134,1134,1,3,6,1,1,254,135000
6,1959,1959,3,3,655,1194,1194,1,3,6,0,2,539,159500
5,1970,1970,3,3,630,630,1302,2,3,6,2,2,440,106000
8,1994,1995,2,0,1463,1500,2622,2,2,9,1,2,712,325000
7,1990,1991,2,2,910,1442,1442,2,2,6,0,2,719,179900
7,2006,2006,2,0,868,887,2021,2,2,9,1,2,422,274725
6,2000,2000,3,2,924,948,1690,2,3,7,1,2,463,181000
8,2004,2005,2,0,1836,1836,1836,2,2,7,0,3,862,280000
6,1995,1996,3,2,773,773,1658,2,3,8,0,2,431,188000
7,1976,1976,3,3,803,1098,1964,2,3,8,1,2,483,205000
5,1957,1957,3,3,816,816,816,1,3,5,2,1,308,129900
5,1953,2006,3,3,1008,1008,1008,1,2,6,2,1,240,134500
5,1954,2000,3,3,833,833,833,1,2,4,2,1,326,117000
8,2007,2007,2,0,1734,1734,1734,2,0,7,1,3,928,318000
8,2002,2002,2,2,408,779,1419,2,2,7,0,2,527,184100
5,1967,2003,3,3,894,894,894,1,2,5,1,2,450,130000
5,1958,1987,3,3,533,1021,1601,1,3,6,1,1,300,140000
5,1959,1959,3,3,1040,1040,1040,1,3,6,1,1,286,133700
6,1920,1950,3,3,1012,1012,1012,1,3,6,2,1,308,118400
7,2005,2006,2,2,1552,1552,1552,2,2,7,1,3,782,212900
4,1956,1956,3,3,672,960,960,1,3,5,2,1,288,112000
5,1947,2008,3,3,698,698,698,1,3,4,3,0,0,118000
7,1992,1992,3,2,384,812,1482,2,2,7,0,2,392,163900
4,1955,1955,3,3,1005,1005,1005,1,1,5,2,2,672,115000
7,2007,2007,2,2,1373,1555,1555,2,2,7,0,3,660,174000
7,2004,2004,2,2,1530,1530,1530,2,2,7,0,3,630,259000
7,2004,2005,2,2,847,847,1959,2,2,8,0,2,434,215000
5,1980,1980,3,2,936,936,936,1,3,4,2,2,672,140000
4,1928,1950,3,3,1122,1328,1981,2,2,7,2,2,576,135000
5,1991,1992,3,2,974,974,974,1,3,5,3,0,0,93500
6,1880,1950,3,3,1008,1178,2210,2,1,8,2,1,205,117500
8,1995,1995,2,2,1128,1142,2020,2,2,8,1,2,466,239500
6,1997,1997,3,2,916,916,1600,2,3,7,0,2,460,169000
6,1926,1950,3,3,960,986,986,1,3,5,2,1,180,102000
6,1950,1950,3,3,1032,1032,1252,1,3,6,2,1,288,119000
5,1875,1996,3,3,780,780,1020,1,3,6,3,0,0,94000
6,1977,1977,3,3,1567,1567,1567,2,2,5,1,2,714,196000
5,1920,1950,3,3,915,1167,1167,1,3,6,2,2,495,144000
5,1951,1951,3,3,952,952,952,1,3,4,2,2,840,139000
5,1976,1976,3,3,780,1088,1868,2,2,9,2,2,484,197500
8,2006,2007,2,0,1466,1466,2828,3,2,11,1,3,1052,424870
5,1959,1959,3,3,1006,1006,1006,1,3,5,3,0,0,80000
4,1941,1950,3,2,672,672,924,1,1,5,2,1,280,80000
5,1928,1950,3,3,1042,1042,1576,1,3,8,2,1,225,149000
6,1985,1985,2,2,1298,1298,1298,2,2,5,2,2,403,180000
7,1941,1950,3,3,704,860,1564,1,1,7,2,1,234,174500
7,1926,1950,3,3,572,572,1111,1,3,5,2,1,288,116900
7,1920,1988,3,3,650,832,1482,1,3,7,2,2,324,143000
6,1950,1950,3,3,932,932,932,1,2,4,2,1,306,124000
5,1959,1959,3,3,1466,1466,1466,1,1,6,0,2,528,149900
6,1956,2004,3,3,1073,1811,1811,1,0,6,0,2,470,230000
6,1930,2007,2,3,816,816,816,1,3,5,2,1,432,120500
7,1965,1988,3,3,864,902,1820,1,2,8,2,2,492,201800
5,1976,2004,2,2,1437,1437,1437,2,2,6,1,2,528,218000
5,1965,1999,3,3,1219,1265,1265,2,2,6,1,2,502,179900
7,2007,2008,2,2,1314,1314,1314,2,2,6,1,2,626,230000
8,2007,2008,2,2,1580,1580,1580,2,2,7,1,3,830,235128
6,1974,1974,2,3,901,943,1876,2,2,8,1,2,540,185000
6,1978,1978,3,2,855,855,1456,2,3,7,2,2,440,146000
6,1954,2006,2,3,1296,1640,1640,1,2,7,2,2,924,224000
5,1968,1968,3,2,894,894,894,1,3,5,0,2,450,129000
4,1969,1969,3,2,1198,1258,1258,0,3,6,2,2,400,108959
5,1978,1978,3,2,1360,1432,1432,1,2,5,2,2,588,194000
7,2009,2009,2,2,1502,1502,1502,2,2,7,1,2,644,233170
8,2008,2008,2,2,1694,1694,1694,2,2,7,1,3,776,245350
6,2000,2000,3,2,959,959,1671,2,3,7,0,2,472,173000
6,1935,1986,3,3,1127,1236,2108,2,2,7,2,2,540,235000
10,1995,1996,2,0,1930,1831,3627,3,2,10,0,3,807,625000
6,1977,1977,3,3,1096,1118,1118,1,3,6,0,1,358,171000
6,1958,1958,3,3,1261,1261,1261,1,3,6,1,2,433,163000
7,2006,2007,2,2,625,625,1250,2,2,5,0,2,625,171900
5,1946,1994,3,3,1598,1636,3086,3,0,12,3,0,0,200500
6,1932,1950,3,2,952,1170,2345,2,3,9,2,2,360,239000
8,1992,2000,2,2,1683,2129,2872,2,2,9,0,2,541,285000
5,1984,1985,3,3,876,923,923,1,3,5,2,1,264,119500
6,1926,2004,3,3,818,818,1224,1,3,5,2,1,210,115000
5,1921,1950,3,3,731,820,1343,1,3,7,2,1,186,154900
5,1954,1954,3,4,0,1124,1124,1,3,5,3,0,0,93000
7,1990,1991,3,2,1216,1298,2514,2,3,8,0,2,693,250000
8,2008,2008,0,0,1600,1652,1652,2,2,5,0,2,482,392500
10,1996,1996,2,0,2396,2411,4476,3,0,10,0,3,813,745000
5,1920,1950,3,3,1120,1130,1130,1,3,5,2,2,720,120000
5,1963,1963,3,3,1572,1572,1572,1,3,5,1,3,995,186700
5,1924,1950,3,3,784,949,1221,1,3,7,2,1,392,104900
3,1900,1970,3,1,978,1014,1699,2,3,7,2,2,420,95000
8,1994,1995,2,2,1624,1624,1624,2,2,5,1,3,757,262000
7,2002,2002,2,2,831,831,1660,2,2,7,1,2,493,195000
7,1999,1999,3,3,994,1028,1804,2,2,7,0,2,442,189000
4,1961,1975,3,3,1249,1622,1622,1,3,7,0,4,1356,168000
8,1999,2000,2,2,776,764,1441,2,2,5,2,2,492,174000
5,1925,1994,3,3,702,842,1472,1,2,6,2,1,250,125000
